Year,Description,Image Alt,Image Link
2000,"On boycott of DD sports' Olympics live telecast, by cable operators in major metros - Sept. 2000",NOLYMPICS?,https://amul.com/files/hits/amul-hits-645.jpg
2000,On whether coach of the Indian cricket team has stepped down permanently - September - 2000,Stop-kap replacement?,https://amul.com/files/hits/amul-hits-644.jpg
2000,Couples displaying public affection at Marine Drive in Mumbai to be fined by the police. - Sept. 2000,Kiss mat aazmao?,https://amul.com/files/hits/amul-hits-643.jpg
2000,On the launch of hindi film `Fiza' - Sept. 2000,"Fizz Hai, Kiss mat aazmao?",https://amul.com/files/hits/amul-hits-642.jpg
2000,"""On the auspicious festival of Ganesh Chaturthi"" - September 2000",Acche dinon ka Shri Ganesh,https://amul.com/files/hits/amul-hits-641.jpg
2000,On the BMC'S attempts to clean up Mumbai - August 2000,Bombay Municipal Co-operation?,https://amul.com/files/hits/amul-hits-640.jpg
2000,"""On the ban of plastic bags in Mumbai"" - August 2000",Plastic heek nahin hai!,https://amul.com/files/hits/amul-hits-639.jpg
2000,"""On the occasion of Gokulashtami"" - August 2000",Govinda khaala re !,https://amul.com/files/hits/amul-hits-638.jpg
2000,The increased frequency of bandhs in Mumbai - August 2000.,Bandhs bandh karo!,https://amul.com/files/hits/amul-hits-637.jpg
2000,"""On the success of the series, ""Harry Potter"" - August 2000",Harry Potter & the Dish of Gold,https://amul.com/files/hits/amul-hits-636.jpg
2000,"""On the ongoing bandit king, Veerapan controversry"". - August 2000",Jungle mein bungle,https://amul.com/files/hits/amul-hits-635.jpg
2000,"""On the first anniversary of the Kargil issue"".",Kargil ke heeron!,https://amul.com/files/hits/amul-hits-634.jpg
2000,The euphoria over the hugely popular game show `Kaun banega Crorepati' continues. - July 2000.,Hum Karenge Crore-party!,https://amul.com/files/hits/amul-hits-633.jpg
2000,"""Torrential rainfall lashes Mumbai city crippling day-to-day activities"" - July 2000",Townpour!,https://amul.com/files/hits/amul-hits-632.jpg
2000,`On Abhishek Bachchan's debut film`Refugee' - July 2000.,Bollywood Abhi-shake ho gaya?,https://amul.com/files/hits/amul-hits-631.jpg
2000,France winning the Euro 2000 cup - July 2000,Marc de Triomphe!,https://amul.com/files/hits/amul-hits-630.jpg
2000,Movie folks' resentment towards popular T.V. show host Shekhar Suman - June 2000.,Movie ban Shekhar?,https://amul.com/files/hits/amul-hits-629.jpg
2000,"A tribute to Marathi literary figure, Pu La Deshpande - June 2000.",Aapula Deshpande!,https://amul.com/files/hits/amul-hits-628.jpg
2000,The euphoria over Euro 2000 Soccer matches - June 2000,Goal or gaol?,https://amul.com/files/hits/amul-hits-627.jpg
2000,The Shahrukh Khan starrer `Josh' hits the movie halls - June 2000.,JOSH for everyone,https://amul.com/files/hits/amul-hits-626.jpg
2000,Municipal Commissioner G.R. Khairnar drive to clean the streets of Mumbai - June 2000.,Khairing for Mumbai!,https://amul.com/files/hits/amul-hits-625.jpg
2000,"""Controversial revelations on match-fixing recorded on video tape"" - May 2000.",Paapi tape ka sawaal hai?,https://amul.com/files/hits/amul-hits-624.jpg
2000,"""Amitabh Bachchan to host the much publicised TV game show `Kaun Banega Crorepati?""",Beyond compere!,https://amul.com/files/hits/amul-hits-623.jpg
2000,"""On Lara Datta being crowned Miss Universe"" - May 2000",Sare jahan se achhi!,https://amul.com/files/hits/amul-hits-622.jpg
2000,On the hit song Mambo No. 5 - May 2000,A little bit Of Maska in your slice,https://amul.com/files/hits/amul-hits-621.jpg
2000,The controversy regarding the Pepsi commercial which featured a Hritik lookalike.,Kaho pyaar na hai,https://amul.com/files/hits/amul-hits-620.jpg
2000,"""India's population touches one billion"" - May 2000",Aabaadi ya barbaadi?,https://amul.com/files/hits/amul-hits-619.jpg
2000,Growing popularity of TV serial -,Hit com!,https://amul.com/files/hits/amul-hits-618.gif
2000,"""I Love You"" computer virus hits world-wide computer systems - May 2000",Eeek-mail!,https://amul.com/files/hits/amul-hits-617.jpg
2000,Explosive growth of Internet start-ups - April 2000,Dotty about coms!,https://amul.com/files/hits/amul-hits-616.jpg
2000,Postal employees plan an indefinite strike - May 2000,Post post na raha?,https://amul.com/files/hits/amul-hits-615.jpg
2000,Controversy raised by Maneka Gandhi on drinking of milk - April 2000,Bull about cows ?,https://amul.com/files/hits/amul-hits-614.jpg
2000,"Match fixing charges against South African cricket captain Hansie Cronje"" - April 2000",Are Cronje's hans dirty?,https://amul.com/files/hits/amul-hits-613.jpg
2000,"""On U.S. President Bill Clinton's visit to India"" - March 2000",No opposition to this Bill!,https://amul.com/files/hits/amul-hits-759.jpg
2000,"""Indian car market flooded with new entrants""- April 2000","Car car dekho, hazaar car dekho",https://amul.com/files/hits/amul-hits-612.jpg
2000,Railway authorities in Mumbai city demolishing the slums that are dangerously close to the railway tracks - March 2000,Jhopad Patri!,https://amul.com/files/hits/amul-hits-758.jpg
2000,Mumbai city being cleaned up for the arrival of U.S.A. President Bill Clinton - March 2000.,Bill Clean town,https://amul.com/files/hits/amul-hits-757.jpg
2000,"""On Sourav Ganguly being made captain of the Indian Cricket team"" - March 2000",We're sure of Ganguly!,https://amul.com/files/hits/amul-hits-756.jpg
2000,"""On Hritik Roshan's debut film `Kaho na pyaar hai' - March 2000",Super Hit ik Roshan!,https://amul.com/files/hits/amul-hits-755.jpg
2000,"""On the `orange' advertising campaign"" - Feb. 2000.",Eat Yellow,https://amul.com/files/hits/amul-hits-754.jpg
2000,"Questions being raised on the resignation of Sachin Tendulkar from the captaincy of the Indian Cricket Team."" - Feb 2000.",Sach kya hai?,https://amul.com/files/hits/amul-hits-753.jpg
2000,"""Mumbai roads being dug up, as they are to be cemented"" - Feb 2000.",Mumbai khadde mein gaya?,https://amul.com/files/hits/amul-hits-752.jpg
2000,Controversy over shooting of Deepa Mehta's film `Water' - Feb. 2000.,In deepa and deepa waters!,https://amul.com/files/hits/amul-hits-751.jpg
2000,Based on the Hindi film `Phir bhi DIL HAI HINDUSTANI' - Feb 2000.,phir bhi MEAL HAI HINDUSTANI,https://amul.com/files/hits/amul-hits-750.jpg
2000,"""The refusal of cable operators to telecast the cricket series in Australia due to Star Sports' continuous hike in subscription fees"" - January 2000",Star Spoil sports!,https://amul.com/files/hits/amul-hits-749.jpg
2000,"""Amul Dairy Plant, Anand achieves ISO 9001 and HACCP Certification"" - January 2000",Utterly betterly dairy,https://amul.com/files/hits/amul-hits-748.jpg
2000,"""The controversial bowling action of Pakistani crickter Shoaib Akhtar"" - January 2000",Shoaib Chuck ter?,https://amul.com/files/hits/amul-hits-747.jpg
2000,MILLENNIYUM Happy 2000,MILLENNIYUM Happy 2000,https://amul.com/files/hits/amul-hits-746.jpg
1999,"""On the controversial umpiring of Darrel Hair"" December 1999",Haira Pheri!,https://amul.com/files/hits/amul-hits-745.jpg
1999,"""Yukta Mookhey, the Third Indian Miss World in the last six years"" December 1999",Third World Title!,https://amul.com/files/hits/amul-hits-744.jpg
1999,"""Debate over pop star Elton John performing in Mumbai"" - December 1999",Elton gone?,https://amul.com/files/hits/amul-hits-743.jpg
1999,"""BCCI Secretary Jaywant Lele at the centre of a controversy"" December 1999.",Lele ke dene na pad jaye!,https://amul.com/files/hits/amul-hits-742.jpg
1999,"""Tough Tour to Australia"" November 1999.",Aus tile reception!,https://amul.com/files/hits/amul-hits-741.jpg
1999,"""On film star Madhuri Dixit's unexpected wedding"" - November 1999.",Madhuri's Fixed it!,https://amul.com/files/hits/amul-hits-740.jpg
1999,"""PUC (Pollution under control) for taxis in Mumbai city"" - November 1999.",Cab pollution kum hoge,https://amul.com/files/hits/amul-hits-739.jpg
1999,"On the film ""Star Wars - Episode 1 - The Phantom Menace"" October 1999.",Fun Time Menace,https://amul.com/files/hits/amul-hits-738.jpg
1999,"""Jeeve Milkha Singh's victory in Lexus Golf Tournament"" October 1999.",Punjab da putter!,https://amul.com/files/hits/amul-hits-737.jpg
1999,"""Military overtakes Pakistan. Prime Minister Nawaz Sharif placed under house arrest"" - October 1999.",Naaraaz Sharif!,https://amul.com/files/hits/amul-hits-736.jpg
1999,"""40% hike in diesel price"" - October 1999.",Big hitch in this hike!,https://amul.com/files/hits/amul-hits-735.jpg
1999,Khushwant Singh giving a peck on the cheek to the Pakistani High Commissioner's daughter - created a furore in Pakistan - October 1999,Kiss want Singh? class=inlink1,https://amul.com/files/hits/amul-hits-734.jpg
1999,"""Big bull-Harshad Mehta convicted in the Maruti Udyog Ltd. scam"" - September 1999.",The Big Bhool!,https://amul.com/files/hits/amul-hits-733.jpg
1999,"""Media speculations on Sachin Tendulkar's back trouble affecting his future career"" - September 1999",Get off my back!,https://amul.com/files/hits/amul-hits-732.jpg
1999,"""On Kapil Dev being appointed coach of the Indian Cricket team"" - September 1999",Kapital idea!,https://amul.com/files/hits/amul-hits-731.jpg
1999,"""For the 2nd generation in politics"" - September 1999",Kin Cong!,https://amul.com/files/hits/amul-hits-730.jpg
1999,"""New CST fibreglass subway inaugurated in Mumbai on 8.9.1999"" - September 1999","CST, sub ways jaatha hai!",https://amul.com/files/hits/amul-hits-729.jpg
1999,"""On the Janmasthami festival"" - September 1999",Makhan chor maange makhan more!,https://amul.com/files/hits/amul-hits-728.jpg
1999,India's defeat in the AIWA Cricket Cup,AIWASH!,https://amul.com/files/hits/amul-hits-727.jpg
1999,Both Sonia Gandhi and Sushma Swaraj filed their nomination papers from Bellary. - August 1999,Her Raj or Swaraj ?,https://amul.com/files/hits/amul-hits-726.jpg
1999,Traffic police in Mumbai get new capson Independence Day. - August 1999,Caps and Robbers!,https://amul.com/files/hits/amul-hits-725.jpg
1999,"Censor board in India wanting to make cuts in Shekhar Kapur's film ""Elizabeth"" - August 1999.",Censor's Cut,https://amul.com/files/hits/amul-hits-724.jpg
1999,Monsoons and Pool parlours take the cities by storm - August'99,Bad pool Good pool,https://amul.com/files/hits/amul-hits-723.jpg
1999,"""On success of the Hindi film Biwi no. 1""",Butter no. 1,https://amul.com/files/hits/amul-hits-722.jpg
1999,"On the ""Narmada Bachao"" issue:",Nar mada River Project,https://amul.com/files/hits/amul-hits-721.jpg
1999,"""On Leander Paes and Mahesh Bhupathi winning the Men's Doubles Final at Wimbledon""",Wimbledone it!,https://amul.com/files/hits/amul-hits-720.jpg
1999,"""On Steffi Graf and John McEnroe winning the Ist round of mixed doubles at Wimbledon""",Great steff for Big Macs!,https://amul.com/files/hits/amul-hits-719.jpg
1999,On Australia winning the Cricket World Cup.,Steve Wah!,https://amul.com/files/hits/amul-hits-718.jpg
1999,"""When is the Cricket World Cup going to be won by India?""",World kab?,https://amul.com/files/hits/amul-hits-717.jpg
1999,"""On the Kargil issue""",Pak up and leave!,https://amul.com/files/hits/amul-hits-716.jpg
1999,"""On India's top double pair, Leander Paes and Mahesh Bhupathi, winning the first Grand Slam Trophy for Men's Doubles Final in the French Opens"".",On a French roll,https://amul.com/files/hits/amul-hits-715.jpg
1999,"""India qualifies to Super Six in the Cricket World Cup""",In Sixth Heaven!,https://amul.com/files/hits/amul-hits-714.jpg
1999,"""On the lone success of Sachin Tendulkar, while his team-mates keep failing""",Ten Du Ten Don't,https://amul.com/files/hits/amul-hits-713.jpg
1999,"""South African captain Hanse Cronje uses external audio aid during the cricket World Cup match against India"".",Cronje unplugged!,https://amul.com/files/hits/amul-hits-712.jpg
1999,"""On the prophecy of world ending on May 8th proving baseless""",Mayday Gone!,https://amul.com/files/hits/amul-hits-711.jpg
1999,"Film stars Sharukh Khan, Amir Khan and Salman Khan endorsing soft drinks Pepsi, Cocoa-cola and Thums-up respectively.",Khanned Colas!,https://amul.com/files/hits/amul-hits-710.jpg
1999,"""On BEST plans to paint the buses Saffron""",Give me red!,https://amul.com/files/hits/amul-hits-709.jpg
1999,"""Re-instatement of Pune Municipal Commissioner Mr. Arun Bhatia""",Poona aalo,https://amul.com/files/hits/amul-hits-708.jpg
1999,Smoking banned in Bangalore gardens.,Butt out of our Gardens,https://amul.com/files/hits/amul-hits-707.jpg
1999,Successful test firing of Agni-II missile,Agni and the ecstasy,https://amul.com/files/hits/amul-hits-1331.jpg
1999,Construction of Flyovers in Mumbai city.,Fly over-population!,https://amul.com/files/hits/amul-hits-706.jpg
1999,Jayalalitha threatening to withdraw support to the centre,AIA DHAMKI,https://amul.com/files/hits/amul-hits-705.jpg
1999,Applauding Goa Governor for streamlining public administration.,We salute the general,https://amul.com/files/hits/amul-hits-704.jpg
1999,Pun on India's mainstay cricketer Sachin Tendulkar's back ailment.,India's Backbone,https://amul.com/files/hits/amul-hits-703.jpg
1999,"Film ""Shakespeare In Love"" winning the Oscar award for Best Picture.",Shakespearan Loaf,https://amul.com/files/hits/amul-hits-702.jpg
1999,Sachin Tendulkar's back injury.,India's Backbone,https://amul.com/files/hits/amul-hits-701.jpg
1999,About the Y2K Computer issue,Y2K Yes to khana,https://amul.com/files/hits/amul-hits-700.jpg
1999,Prime Minister's visit to Lahore by bus.,Shanti ab hamare bus mein!,https://amul.com/files/hits/amul-hits-699.jpg
1999,Haul of 10 wickets by kumble,Pakistunned!,https://amul.com/files/hits/amul-hits-698.jpg
1999,Bad Umpiring in the Cricket Test Match.,Fingering the batsman!,https://amul.com/files/hits/amul-hits-697.jpg
1999,Sporting crowd at the Chennai Cricket stadium,The real sportsmen!,https://amul.com/files/hits/amul-hits-696.jpg
1999,Sporting crowd at the Chennai Cricket stadium,Every crowd has a silver lining!,https://amul.com/files/hits/amul-hits-695.jpg
1999,"Shekar Kapur's film ""Elizabeth""",Shekhar ka power,https://amul.com/files/hits/amul-hits-694.jpg
1999,Take off on Europe's conversion to one currency.,Eurocracy!,https://amul.com/files/hits/amul-hits-693.jpg
1999,On Kaizad Gustad's film `Bombay Boys'.,Bombay Boys,https://amul.com/files/hits/amul-hits-692.jpg
1999,On winning the Gold for Hockey in the Asian Games.,Superb dis pillay!,https://amul.com/files/hits/amul-hits-691.jpg
1999,Australian cricketers Shane Warne and Mark Waugh involved in bookmaker scandal.,Shame Warne,https://amul.com/files/hits/amul-hits-690.jpg
1999,To the health of Dr. V. Kurien India's `milkman',To the health of Dr. V. Kurien India's `milkman',https://amul.com/files/hits/amul-hits-689.jpg
1999,On Popularity of bhangra pop star Daler Mehndi,Balle,https://amul.com/files/hits/amul-hits-688.jpg
1999,Showers from Leonid Meteor which could not be witnessed in Mumbai due to cloudy weather.,Star Struck!!,https://amul.com/files/hits/amul-hits-687.jpg
1999,On the unaffordable prices of onions.,Im' pyaz'able situation!,https://amul.com/files/hits/amul-hits-686.jpg
1999,Obituary of actor Ajit,The `Loin' King,https://amul.com/files/hits/amul-hits-685.jpg
1999,Bade me Amul Chote me Amul,Bade me Amul Chote me Amul,https://amul.com/files/hits/amul-hits-684.jpg
1999,Economist Mr. Amartya Sen winning the Nobel Prize for economics.,Nobel man!,https://amul.com/files/hits/amul-hits-683.jpg
1999,Poaching by actors in Jaipur,The buck-shish stops here!,https://amul.com/files/hits/amul-hits-682.jpg
1999,On the Bus strike in Mumbai.,Bus stop!,https://amul.com/files/hits/amul-hits-681.jpg
1999,On the present situation in Bihar.,Bihaar Ki Jeet,https://amul.com/files/hits/amul-hits-680.jpg
1999,Based on the Starr report on Bill Clinton.,Monica Lewd-insky!,https://amul.com/files/hits/amul-hits-679.jpg
1998,About the similarities between Don Bradman and Sachin Tendulkar.,Dono Bradman?,https://amul.com/files/hits/amul-hits-783.jpg
1998,On Bill Clintons testimony,The Lyin' King,https://amul.com/files/hits/amul-hits-782.gif
1998,"On English film ""Godzilla",Slice does matter,https://amul.com/files/hits/amul-hits-781.jpg
1998,On Women Bus Conductors.,My Fare Lady,https://amul.com/files/hits/amul-hits-780.jpg
1998,About the reservation quota for women in the Lok Sabha.,Hissa Kursi Ka,https://amul.com/files/hits/amul-hits-779.gif
1998,About the reserved quota for women in the Lok Sabha.,Every house ka quota,https://amul.com/files/hits/amul-hits-778.gif
1998,A take-off on the hit film `Satya',Maskya,https://amul.com/files/hits/amul-hits-777.gif
1998,On the popular Hindi film song Aati kya Khandala.,"Aati kya, Makhan dala!",https://amul.com/files/hits/amul-hits-776.gif
1998,About World Cup Foot ball fever.,Duniya goal hai!,https://amul.com/files/hits/amul-hits-775.gif
1998,"About viagra, the wonder drug.",Wife Insurance Policy!,https://amul.com/files/hits/amul-hits-774.gif
1998,About the Ginger spice leaving the SPICE GIRLS,The Spice of fame!,https://amul.com/files/hits/amul-hits-773.gif
1998,On the steep hike after the budget on dairy products.,Milking us dry!,https://amul.com/files/hits/amul-hits-772.gif
1998,On the petrol price fiasco between the Finance and Petroleum ministry,Fuelish move!,https://amul.com/files/hits/amul-hits-771.gif
1998,About Pakistan also conducting nuclear tests.,Panic istan,https://amul.com/files/hits/amul-hits-770.gif
1998,India's nuclear strength.,Arms janata ka favourite!,https://amul.com/files/hits/amul-hits-769.gif
1998,On the growing tension between India & China.,Hindi Chini Bye Bye?,https://amul.com/files/hits/amul-hits-768.gif
1998,On Sachin Tendulkar winning a CAR for cricket finals between India & Australia.,Tendul Car!,https://amul.com/files/hits/amul-hits-767.gif
1998,About Jayalalitha's misuse of power.,Jaya's power? Or Najayaz power?,https://amul.com/files/hits/amul-hits-766.gif
1998,On the ban of sex comedy plays,Sex-comedies!,https://amul.com/files/hits/amul-hits-765.gif
1998,On the ban of vulgar lyrics of Rock music,Rock Banned,https://amul.com/files/hits/amul-hits-764.gif
1998,On Australia losing so badly to India.,On Australia losing so badly to India.,https://amul.com/files/hits/amul-hits-763.gif
1998,About Chandrababu Naidu agreeing to join forces with the BJP.,Naidu says I,https://amul.com/files/hits/amul-hits-762.gif
1998,On the Cola wars being waged between Coke & Pepsi.,See Many Colas Drink Any Cola Eat Eat Only Amul,https://amul.com/files/hits/amul-hits-761.gif
1998,On the popular Oskar award winning film - `TITANIC,Makes Every Deck Delicious!,https://amul.com/files/hits/amul-hits-760.gif
1997,About the uncertainty of the BJP forming a government,Bhajap ayee?,https://amul.com/files/hits/amul-hits-834.gif
1997,About the Booth capturing tactics of most parties.,Multiparty system or Multi-lathi system,https://amul.com/files/hits/amul-hits-833.gif
1997,On the extensive coverage of election candidates on TV.,Delhi Vision,https://amul.com/files/hits/amul-hits-832.gif
1997,"On U.S. president, Bill Clinton's alleged sexual exploits",Not his First Lady?,https://amul.com/files/hits/amul-hits-831.gif
1997,On the economic recession India is going through.,Prices Crises!,https://amul.com/files/hits/amul-hits-830.gif
1997,On the Voluntary Disposable Income Scheme that was started by the Finance Ministry.,Voluntary Delicious Intake Scheme,https://amul.com/files/hits/amul-hits-829.gif
1997,On Sonia Gandhi's entry into Indian politics.,Sonia yet so far,https://amul.com/files/hits/amul-hits-828.gif
1997,On the whims and fancies of the Indian Cricket Selectors,"One day in, One day out!",https://amul.com/files/hits/amul-hits-826.gif
1997,On occassion of X'mas,Merry X-Mas ka!,https://amul.com/files/hits/amul-hits-825.gif
1997,On the issue of MP's telephones being cut by MTNL before the Lok Sabha election.,Mana-kar Telephone Nigam Ltd.,https://amul.com/files/hits/amul-hits-824.gif
1997,About the farcial political situation in India. Taking off on the popular Hindi film `Dil to Pagal hai',Delhi to Pagal hai...,https://amul.com/files/hits/amul-hits-823.gif
1997,When Diana Hyden became Miss World 1997.,Diana-mite!,https://amul.com/files/hits/amul-hits-822.gif
1997,On the constant floor crossing with the political parties in India,Aya Ram...Gaya Ram Hai Ram,https://amul.com/files/hits/amul-hits-821.gif
1997,When the blockbuster film `Men in Black' was released.,MIB,https://amul.com/files/hits/amul-hits-820.jpg
1997,On the search for notorious dacoit Veerappan.,Where appan?,https://amul.com/files/hits/amul-hits-819.gif
1997,On the battle for supermacy in the Uttar Pradesh Government.,Crook Shetra?,https://amul.com/files/hits/amul-hits-818.gif
1997,On Diwali.,Festival of Bites,https://amul.com/files/hits/amul-hits-817.jpg
1997,When Arundati Roy won the Booker Price.,Hurroy for Arundati,https://amul.com/files/hits/amul-hits-816.gif
1997,On the Assam terrorist problem.,Assarmed & dangerous,https://amul.com/files/hits/amul-hits-815.gif
1997,On the New Year 1998.,Happy Nineteen Ninety Eat,https://amul.com/files/hits/amul-hits-827.gif
1997,When the hi-tech Indian satellite broke down.,Shut-ellite Connection!,https://amul.com/files/hits/amul-hits-814.jpg
1997,When Star Wars was re-released in India.,May the Force be with you!,https://amul.com/files/hits/amul-hits-813.gif
1997,On the occassion of Navaratri.,Dandiya Roj,https://amul.com/files/hits/amul-hits-812.jpg
1997,On the 9 day festival in Calcutta.,Shubho Bijoya!,https://amul.com/files/hits/amul-hits-811.jpg
1997,On the 9 day festival in Culcutta.,Amul Tumake Bhalo Bashe,https://amul.com/files/hits/amul-hits-810.jpg
1997,When Pakistan lost the Sahara Cup in cricket.,Be-Sabara Pakistan!,https://amul.com/files/hits/amul-hits-809.jpg
1997,When Pakistan batsman Inzamam-ul-Hulk attacked a spectator.,Inzamam-ul-Hulk!,https://amul.com/files/hits/amul-hits-808.gif
1997,Tata Kerkar!,Tata Kerkar!,https://amul.com/files/hits/amul-hits-807.gif
1997,On the death of Mother Teressa.,Mother India 1910-1997,https://amul.com/files/hits/amul-hits-806.gif
1997,On the death of Lady Diana.,Bye Bye di,https://amul.com/files/hits/amul-hits-805.gif
1997,On whether Pete Sampras would regain his U.S. Open Tennis Crown.,Re-Pete Sampras?,https://amul.com/files/hits/amul-hits-804.gif
1997,On the untimely death of Ghazal King Nusrat Fateh Ali Khan.,Tu Cheez Badi Thi Mast Mast,https://amul.com/files/hits/amul-hits-803.gif
1997,On the brutal killing of famous film personalities.,Film Shooting?,https://amul.com/files/hits/amul-hits-802.gif
1997,AMUL's salute to India on Independence Day.,Vande Matramul,https://amul.com/files/hits/amul-hits-801.gif
1997,On the occassion of Indian Independence.,50 Years of Dependence!,https://amul.com/files/hits/amul-hits-800.gif
1997,When Laloo Prasad Yadav's wife Rabri Devi was elected Chief Minister of Bihar.,Patni for Patna,https://amul.com/files/hits/amul-hits-799.gif
1997,On Laloo Prasad Yadav's refusal to vacate the Chief Minister's seat.,Patna se nahin hatna?,https://amul.com/files/hits/amul-hits-798.gif
1997,On the state of India regarding violence. (This topical was released in the magazine `INDIA TODAY'),India Today?,https://amul.com/files/hits/amul-hits-797.jpg
1997,When Mike Tyson bit Evander Holyfield's ear.,"Ear today, gone tomorrow!",https://amul.com/files/hits/amul-hits-796.gif
1997,When the Hong Kong became a part of China.,HONG GONE!,https://amul.com/files/hits/amul-hits-795.gif
1997,On the demands to probe into Manoj Prabhakar's allegations about bribery within the Indian team.,Manoj Probe-kar!,https://amul.com/files/hits/amul-hits-794.gif
1997,On Mahesh Bhupathi winning the Mixed Deouble Tennis at the French Open 1997.,Mah-ace Bhupathi,https://amul.com/files/hits/amul-hits-793.gif
1997,On the financial scandal involving C.R. Bhansali.,Seedy R B?,https://amul.com/files/hits/amul-hits-792.gif
1997,When every important Congress Leader wanted to be party president.,Congress (I) and (I) and (I) and (I),https://amul.com/files/hits/amul-hits-791.gif
1997,On the superlative batting of Sri Lankan Sanath Jayasuriya.,Enjoy suriya,https://amul.com/files/hits/amul-hits-790.jpg
1997,When Bihar Chief Minister Laloo Prasad Yadav was involved in the Fodder Scandal.,Fodder of the Nation!,https://amul.com/files/hits/amul-hits-789.gif
1997,On Amitabh Bachan's disastrous comeback film `MRITU DATA',MRIT YOU?,https://amul.com/files/hits/amul-hits-788.gif
1997,When I.K. Gujaral was elected Prime Minister,O.K. Gujral,https://amul.com/files/hits/amul-hits-787.jpg
1997,"When Prime Minister, Deve Gowda was ousted from power","When you Gowda, go you Gowda go!",https://amul.com/files/hits/amul-hits-786.jpg
1997,When the Indian Cricket Team were beaten in the Calypso Series in the West Indies,Collapso Series?,https://amul.com/files/hits/amul-hits-785.jpg
1997,On the first non-Congress government after many years at the Centre.,Cong-less Government!,https://amul.com/files/hits/amul-hits-784.gif
1996,When musician YANNI played live at the TAJ MAHAL.,Wah Taj Boliye!,https://amul.com/files/hits/amul-hits-874.gif
1996,On Lata Mangeshkar's first live performance after 12 years.,Lata Mangesh-encore,https://amul.com/files/hits/amul-hits-873.gif
1996,When the FILMFARE AWARDS function was unfairly stopped at 11 p.m. by the police.,Film Unfair Awards?,https://amul.com/files/hits/amul-hits-872.gif
1996,When Microsoft Chairman Bill Gates came to India.,India Gates!,https://amul.com/files/hits/amul-hits-871.gif
1996,On the emotional speech of actor Dharmendra when he won a lifetime award at the 1996 FILMFARE AWARDS.,Naram Dharam!,https://amul.com/files/hits/amul-hits-870.gif
1996,On the questionable activities of Italian big wig Quattrochi.,Quattro-Gochi?,https://amul.com/files/hits/amul-hits-869.gif
1996,On the verbal confirmation between batsman Rahul Dravid and South African bowler Alan Donald.,Dravid v/s Goliath!,https://amul.com/files/hits/amul-hits-868.gif
1996,On the marriage of Sridevi & Boney Kapoor (Sridevi was the heroine and Boney Kapoor the producer of the film `MR. INDIA',Mrs. India!,https://amul.com/files/hits/amul-hits-867.gif
1996,"About actress Karishma Kapoor's fine performance in the hit film ""RAJA HINDUSTANI""",RANI HINDUSTANI!,https://amul.com/files/hits/amul-hits-866.gif
1996,"On the popular song ""MACARENA"".","O, Maska-lena!",https://amul.com/files/hits/amul-hits-865.gif
1996,On the terrible performance of the Indian cricket team on the Safari tour of South Africa.,Suffery tour?,https://amul.com/files/hits/amul-hits-864.gif
1996,On the battle for the Congress party presidentship.,King Cong?,https://amul.com/files/hits/amul-hits-863.gif
1996,When Ajay Jadeja was wrongly dropped from the Indian team to tour South Africa.,"Ajay, Ja re ja!",https://amul.com/files/hits/amul-hits-862.gif
1996,When Tamil Nadu Chief Minister Jayalalitha was jailed. (This topical hoarding won an award at the 1996 AAREN AWARDS),Jail-alitha!,https://amul.com/files/hits/amul-hits-861.gif
1996,On the hit song from the popular movie `MACCHIS',Chappa chappa Charkha Chale Chappati Chappti Makhan Mile,https://amul.com/files/hits/amul-hits-860.gif
1996,The same topic as above. (This one was released only in Bangalore.),Ban Galore? O,https://amul.com/files/hits/amul-hits-859.gif
1996,On the senseless `dharna' and resistance by the women of Bangalore about the Miss India.,Mahila Bandal,https://amul.com/files/hits/amul-hits-858.gif
1996,On the joy of India finally winning a one-day international cricket series.,One-day mataram,https://amul.com/files/hits/amul-hits-857.gif
1996,To celebrate 50 years of the AMUL movement.,Anand Hi Anand,https://amul.com/files/hits/amul-hits-856.gif
1996,On the exorbitantly high ticket prices at the Michael Jackson concert.,Michael Jacks-Us!,https://amul.com/files/hits/amul-hits-855.gif
1996,"About painter M F Hussain's rift with the Culture Minister, Pramod Navalkar regarding some of his paintings.",Maq Bull Fighter!,https://amul.com/files/hits/amul-hits-854.gif
1996,About Narasimha Rao's involvement with pickle king Lalubhai Pathak.,Bhrasht aachar?,https://amul.com/files/hits/amul-hits-853.gif
1996,When cricket manager Sandeep Patil was sacked.,Shunned eep Patil!,https://amul.com/files/hits/amul-hits-852.gif
1996,On Amitabh Bachan's MTV hit song.,Aby to main jawaan hoon!,https://amul.com/files/hits/amul-hits-851.gif
1996,On the scandals involving the corrupt communications minister Sukh Ram.,Dukh Ram?,https://amul.com/files/hits/amul-hits-850.gif
1996,On the demands to create another state within Uttar Pradesh.,Uttara Khandahar?,https://amul.com/files/hits/amul-hits-849.gif
1996,On Leander Paes's bronze medal and the Hockey team's dismal display at the Olympics.,Al Bronze No Brains!,https://amul.com/files/hits/amul-hits-848.gif
1996,On Carl Lewis record breaking feats at the Olympics.,Carl Aaj aur kal,https://amul.com/files/hits/amul-hits-847.gif
1996,"On Finance Minister, Chidambaram's first very balanced budget.",Buttering all Fronts?,https://amul.com/files/hits/amul-hits-846.gif
1996,When cricketer Mohammed Azharuddin was bowled over by film actress Sangeeta Bijlani.,Bowled & The beautiful,https://amul.com/files/hits/amul-hits-1252.gif
1996,On the gold medal chances of the Indian Hockey team at the Olympics.,World Chomp-ions?,https://amul.com/files/hits/amul-hits-845.gif
